title,link,standardized_date,source,target,relation
Firefly Aerospace Conducts First Test Launch of Alpha Launch Vehicle,https://fireflyspace.com/news/firefly-aerospace-conducts-first-test-launch-of-alpha-launch-vehicle/,2021-09-10,Firefly Aerospace,Republic Capital,Strategic Alliances
Firefly Aerospace Awards Contract to SpaceX to Launch Blue Ghost Mission to Moon in 2023,https://fireflyspace.com/news/firefly-aerospace-awards-contract-to-spacex-to-launch-blue-ghost-mission-to-moon-in-2023/,2021-05-20,Firefly Aerospace,SpaceX,Supplier-Customer Relationships
Firefly Aerospace and Exolaunch Announce Launch Services Agreement,https://fireflyspace.com/news/firefly-aerospace-and-exolaunch-announce-launch-services-agreement/,2021-02-12,Firefly Aerospace,Exolaunch,Supplier-Customer Relationships
NASA Awards Firefly Aerospace $93.3M to Deliver Suite of Payloads to the Moon in 2023,https://fireflyspace.com/news/nasa-awards-firefly-aerospace-93-3m-to-deliver-suite-of-payloads-to-the-moon-in-2023/,2021-02-04,Firefly Aerospace,National Aeronautics and Space Administration (NASA),Supplier-Customer Relationships
Firefly Awarded NASA Venture Class Launch Services Demonstration 2 Contract,https://fireflyspace.com/news/firefly-black-awarded-nasa-venture-class-launch-services-demonstration-2-contract/,2020-12-11,Firefly Aerospace,National Aeronautics and Space Administration (NASA),Supplier-Customer Relationships
"Firefly Aerospace Announces New Customer Agreements, Completes Stage 1 Acceptance Testing Ahead of First Alpha Launch",https://fireflyspace.com/news/firefly-aerospace-announces-new-customer-agreements-completes-stage-1-acceptance-testing-ahead-of-first-alpha-launch/,2020-10-20,Firefly Aerospace,Spire,Supplier-Customer Relationships
"Firefly Aerospace Announces New Customer Agreements, Completes Stage 1 Acceptance Testing Ahead of First Alpha Launch",https://fireflyspace.com/news/firefly-aerospace-announces-new-customer-agreements-completes-stage-1-acceptance-testing-ahead-of-first-alpha-launch/,2020-10-20,Firefly Aerospace,Geometric Space,Supplier-Customer Relationships
Firefly Aerospace and Spaceflight Inc. sign Launch Services Agreement,https://fireflyspace.com/news/firefly-aerospace-and-spaceflight-inc-sign-launch-services-agreement/,2020-04-22,Firefly Aerospace,Spaceflight,Supplier-Customer Relationships
SATLANTIS enters into Launch Services Agreement with Firefly Aerospace,https://fireflyspace.com/news/satlantis-enters-into-launch-services-agreement-with-firefly-aerospace/,2020-02-04,Firefly Aerospace,SATLANTIS,Supplier-Customer Relationships
Aerojet Rocketdyne and Firefly Aerospace to Provide Flexible Access to Space,https://fireflyspace.com/news/aerojet-rocketdyne-and-firefly-aerospace-to-provide-flexible-access-to-space/,2019-10-18,Firefly Aerospace,Aerojet Rocketdyne,Strategic Alliances
Firefly Chooses RUAG Space as Preferred Supplier for Payload Adapter Systems,https://fireflyspace.com/news/firefly-chooses-ruag-space-as-preferred-supplier-for-payload-adapter-systems/,2019-07-15,Firefly Aerospace,RUAG Space,Supplier-Customer Relationships
Firefly Aerospace and Israel Aerospace Industries Enter Exclusive Agreement for U.S. Commercialization of Lunar Lander Technology,https://fireflyspace.com/news/firefly-aerospace-and-israel-aerospace-industries-enter-exclusive-agreement-for-u-s-commercialization-of-lunar-lander-technology/,2019-07-09,Firefly Aerospace,Israel Aerospace Industries,Joint Product Development
Airbus Defence and Space Enters Memorandum of Understanding with Firefly Aerospace Airbus and Firefly to Partner on Launch Solutions for Constellations,https://fireflyspace.com/news/airbus-defence-and-space-enters-memorandum-of-understanding-with-firefly-aerospace-airbus-and-firefly-to-partner-on-launch-solutions-for-constellations/,2019-03-19,Firefly Aerospace,Airbus,Strategic Alliances
D-Orbit Signs Framework Agreement with Firefly to Acquire Launch Capacity,https://fireflyspace.com/news/d-orbit-signs-framework-agreement-with-firefly-to-acquire-launch-capacity/,2019-03-04,D-Orbit S.p.A.,Firefly Aerospace,Supplier-Customer Relationships
Firefly Aerospace Announces Mass Production Facility and Cape Canaveral Launch Site,https://fireflyspace.com/news/firefly-aerospace-announces-mass-production-facility-and-cape-canaveral-launch-site/,2019-02-22,Firefly Aerospace,National Aeronautics and Space Administration (NASA),Supplier-Customer Relationships
Firefly Aerospace Enters Launch Brokerage Agreement with Spaceflight,https://fireflyspace.com/news/firefly-aerospace-enters-launch-brokerage-agreement-with-spaceflight/,2018-12-20,Firefly Aerospace,Spaceflight,Supplier-Customer Relationships
Firefly Aerospace Selected by NASA for Commercial Lunar Payload Services Contract,https://fireflyspace.com/news/firefly-aerospace-selected-by-nasa-for-commercial-lunar-payload-services-contract/,2018-11-29,Firefly Aerospace,National Aeronautics and Space Administration (NASA),Supplier-Customer Relationships
York Space Systems Enters Memorandum of Understanding with Firefly Aerospace,https://fireflyspace.com/news/york-space-systems-enters-memorandum-of-understanding-with-firefly-aerospace/,2018-10-10,Firefly Aerospace,York Space Systems,Joint Product Development
Firefly Aerospace Saves Space Foundation International Student Art Contest,https://fireflyspace.com/news/firefly-aerospace-saves-space-foundation-international-student-art-contest/,2018-09-12,Firefly Aerospace,Space Foundation,Cross-Sector and Specialized Partnerships
Surrey Satellite Technology Limited Awards Launch Services Agreement to Firefly Aerospace,https://fireflyspace.com/news/surrey-satellite-technology-limited-awards-launch-services-agreement-to-firefly-aerospace/,2018-06-04,Firefly Aerospace,SSTL,Supplier-Customer Relationships
Rocket Lab Signs Deal to Launch South Korean Satellite,https://www.rocketlabusa.com/updates/rocket-lab-signs-deal-to-launch-south-korean-satellite/,,Rocket Lab,KAIST,Supplier-Customer Relationships
Rocket Lab to Establish Space Structures Complex in Baltimore County to Supply Advanced Composite Products Internally and to Broader Space Industry,https://www.rocketlabusa.com/updates/rocket-lab-to-establish-space-structures-complex-in-baltimore-county-to-supply-advanced-composite-products-internally-and-to-broader-space-industry/,,Rocket Lab,Lockheed Martin,Supplier-Customer Relationships
Rocket Lab Adds New HASTE Launch from Virginia for the Department of Defense’s Defense Innovation Unit,https://www.rocketlabusa.com/updates/rocket-lab-adds-new-haste-launch-from-virginia-for-the-department-of-defenses-defense-innovation-unit/,,Rocket Lab,Department of Defense (DoD),Supplier-Customer Relationships
Rocket Lab Adds New HASTE Launch from Virginia for the Department of Defense’s Defense Innovation Unit,https://www.rocketlabusa.com/updates/rocket-lab-adds-new-haste-launch-from-virginia-for-the-department-of-defenses-defense-innovation-unit/,,Rocket Lab,Leidos,Supplier-Customer Relationships
Rocket Lab Adds New HASTE Launch from Virginia for the Department of Defense’s Defense Innovation Unit,https://www.rocketlabusa.com/updates/rocket-lab-adds-new-haste-launch-from-virginia-for-the-department-of-defenses-defense-innovation-unit/,,Rocket Lab,Hypersonix,Strategic Alliances
Rocket Lab Adds New HASTE Launch from Virginia for the Department of Defense’s Defense Innovation Unit,https://www.rocketlabusa.com/updates/rocket-lab-adds-new-haste-launch-from-virginia-for-the-department-of-defenses-defense-innovation-unit/,,Hypersonix,Department of Defense (DoD),Supplier-Customer Relationships
Rocket Lab Integrating Twin Spacecraft for Mission to Mars for NASA,https://www.rocketlabusa.com/updates/rocket-lab-integrating-twin-spacecraft-for-mission-to-mars-for-nasa/,,Rocket Lab,UC Berkeley,Joint Product Development
Fleet Space Technologies takes stake in Thor Energy underpinning long-term commitment to revolutionising mineral exploration at Alford East project,https://fleetspace.com/news/fleet-space-technologies-takes-stake-in-thor-energy-underpinning-long-term-commitment-to-revolutionising-mineral-exploration-at-alford-east-project,2023-09-04,Fleet Space,Thor Energy,Investment and Financial Partnerships
We’re going to the Moon! Fleet Space awarded A$4M Demonstrator Program contract to harness seismic data at Moon’s South Pole,https://fleetspace.com/news/fleet-space-awarded-a4m-demonstrator-program-contract-to-harness-seismic-data-at-moons-south-pole,2023-06-28,Fleet Space,Australian Space Agency,Supplier-Customer Relationships
We’re going to the Moon! Fleet Space awarded A$4M Demonstrator Program contract to harness seismic data at Moon’s South Pole,https://fleetspace.com/news/fleet-space-awarded-a4m-demonstrator-program-contract-to-harness-seismic-data-at-moons-south-pole,2023-06-28,Fleet Space,National Aeronautics and Space Administration (NASA),Strategic Alliances
We’re going to the Moon! Fleet Space awarded A$4M Demonstrator Program contract to harness seismic data at Moon’s South Pole,https://fleetspace.com/news/fleet-space-awarded-a4m-demonstrator-program-contract-to-harness-seismic-data-at-moons-south-pole,2023-06-28,Fleet Space,Australia’s Defence Space Command,Supplier-Customer Relationships
Fleet Space raises A$50M Series C to globalise revolutionary critical minerals exploration tech,https://fleetspace.com/news/fleet-space-raises-aud50m-series-c-to-globalise-revolutionary-critical-minerals-exploration-tech,2023-05-24,Blackbird Ventures,Fleet Space,Investment and Financial Partnerships
Fleet Space raises A$50M Series C to globalise revolutionary critical minerals exploration tech,https://fleetspace.com/news/fleet-space-raises-aud50m-series-c-to-globalise-revolutionary-critical-minerals-exploration-tech,2023-05-24,North Ridge Partners,Fleet Space,Investment and Financial Partnerships
BlackSky Wins Air Force Research Contract to Track Vehicles in Real Time from Space,https://ir.blacksky.com/news-events/press-releases/detail/117/blacksky-wins-air-force-research-contract-to-track-vehicles,2023-10-16,BlackSky,Air Force Research Laboratory (AFRL),Supplier-Customer Relationships
BlackSky Wins Air Force Research Contract to Track Vehicles in Real Time from Space,https://ir.blacksky.com/news-events/press-releases/detail/117/blacksky-wins-air-force-research-contract-to-track-vehicles,2023-10-16,BlackSky,Space Development Agency (SDA),Supplier-Customer Relationships
BlackSky Wins Air Force Research Contract to Track Vehicles in Real Time from Space,https://ir.blacksky.com/news-events/press-releases/detail/117/blacksky-wins-air-force-research-contract-to-track-vehicles,2023-10-16,Air Force Research Laboratory (AFRL),Space Development Agency (SDA),Strategic Alliances
BlackSky Reports Second Quarter 2023 Results,https://ir.blacksky.com/news-events/press-releases/detail/114/blacksky-reports-second-quarter-2023-results,2023-08-09,BlackSky,Department of Defense (DoD),Supplier-Customer Relationships
BlackSky Reports Second Quarter 2023 Results,https://ir.blacksky.com/news-events/press-releases/detail/114/blacksky-reports-second-quarter-2023-results,2023-08-09,BlackSky,National Reconnaissance Office (NRO),Supplier-Customer Relationships
BlackSky Reports Second Quarter 2023 Results,https://ir.blacksky.com/news-events/press-releases/detail/114/blacksky-reports-second-quarter-2023-results,2023-08-09,BlackSky,SynMax,Supplier-Customer Relationships
BlackSky Reports Second Quarter 2023 Results,https://ir.blacksky.com/news-events/press-releases/detail/114/blacksky-reports-second-quarter-2023-results,2023-08-09,BlackSky,Spire,Strategic Alliances
BlackSky Reports Second Quarter 2023 Results,https://ir.blacksky.com/news-events/press-releases/detail/114/blacksky-reports-second-quarter-2023-results,2023-08-09,BlackSky,Rocket Lab,Supplier-Customer Relationships
BlackSky Signs Five-Launch Deal with Rocket Lab to Launch Next-Gen Capabilities and Meet Growing Demand for High-Frequency Monitoring,https://ir.blacksky.com/news-events/press-releases/detail/113/blacksky-signs-five-launch-deal-with-rocket-lab-to-launch,2023-08-08,BlackSky,Rocket Lab,Supplier-Customer Relationships
BlackSky and SynMax Partner to Monitor United States Coal Powerplant Inventory in Support of National Energy Transition Planning Efforts,https://ir.blacksky.com/news-events/press-releases/detail/105/blacksky-and-synmax-partner-to-monitor-united-states-coal,2023-05-30,BlackSky,SynMax,Supplier-Customer Relationships
"BlackSky and Spire Team Up to Create Real-Time, Commercially Available AI-Driven Maritime Custody Service",https://ir.blacksky.com/news-events/press-releases/detail/104/blacksky-and-spire-team-up-to-create-real-time,2023-05-24,Spire,BlackSky,Joint Product Development
BlackSky Reports First Quarter 2023 Results,https://ir.blacksky.com/news-events/press-releases/detail/102/blacksky-reports-first-quarter-2023-results,2023-05-10,BlackSky,National Geospatial-Intelligence Agency (NGA),Supplier-Customer Relationships
